"step","time","part","epoch","loss","lr","auroc","auprc","auroc_age_cond","auroc_age_weighted","accuracy","f_measure","auroc_I0002","auroc_age_cond_I0002","auroc_I0006","auroc_age_cond_I0006","auroc_S0001","auroc_age_cond_S0001"
20,"2026-08-05 18:15:10.746664","train",0,1.3314383029937744,4.000961077716325e-05,"","","","","","","","","","","",""
40,"2026-08-05 18:15:11.664977","train",0,0.29595422744750977,4.00384427237903e-05,"","","","","","","","","","","",""
60,"2026-08-05 18:15:12.508309","train",0,1.2977845668792725,4.008649468530861e-05,"","","","","","","","","","","",""
80,"2026-08-05 18:15:13.369246","train",0,1.2977347373962402,4.01537647374818e-05,"","","","","","","","","","","",""
100,"2026-08-05 18:15:14.297355","train",0,0.7879780530929565,4.024025018648739e-05,"","","","","","","","","","","",""
120,"2026-08-05 18:15:15.082501","train",0,0.32758480310440063,4.034594756902347e-05,"","","","","","","","","","","",""
140,"2026-08-05 18:15:15.949409","train",0,0.7734113931655884,4.047085265244867e-05,"","","","","","","","","","","",""
160,"2026-08-05 18:15:16.829146","train",0,1.6637839078903198,4.061496043495044e-05,"","","","","","","","","","","",""
180,"2026-08-05 18:15:17.690228","train",0,0.7599881887435913,4.077826514574693e-05,"","","","","","","","","","","",""
200,"2026-08-05 18:15:18.528126","train",0,1.1914515495300293,4.096076024531585e-05,"","","","","","","","","","","",""
220,"2026-08-05 18:15:19.348268","train",0,0.3791881799697876,4.11624384256587e-05,"","","","","","","","","","","",""
240,"2026-08-05 18:15:20.145538","train",0,0.3855065703392029,4.138329161059199e-05,"","","","","","","","","","","",""
260,"2026-08-05 18:15:21.054935","train",0,0.7417973279953003,4.162331095607075e-05,"","","","","","","","","","","",""
280,"2026-08-05 18:15:21.894464","train",0,0.3978714942932129,4.188248685054331e-05,"","","","","","","","","","","",""
300,"2026-08-05 18:15:22.727932","train",0,0.3955848813056946,4.2160808915335285e-05,"","","","","","","","","","","",""
320,"2026-08-05 18:15:23.580939","train",0,0.7535576820373535,4.245826600506649e-05,"","","","","","","","","","","",""
331,"2026-08-05 18:15:39.936125","val",0,"","",0.662383291296075,0.15532236456487108,0.5809409888357256,0.5297566595940452,0.07110091743119266,0.13276231263383298,0.7264150943396226,0.8518518518518519,0.6792556102900931,0.5655021834061136,0.6558764413413731,0.5699230988322416
340,"2026-08-05 18:15:50.813582","train",1,0.760335385799408,4.277484620809587e-05,"","","","","","","","","","","",""
360,"2026-08-05 18:15:51.692919","train",1,0.4094178080558777,4.311053684699932e-05,"","","","","","","","","","","",""
