"step","time","part","epoch","loss","lr","auroc","auprc","auroc_age_cond","auroc_age_weighted","accuracy","f_measure","auroc_I0002","auroc_age_cond_I0002","auroc_I0006","auroc_age_cond_I0006","auroc_S0001","auroc_age_cond_S0001"
20,"2026-08-05 17:27:47.589563","train",0,1.2986884117126465,4.0009669118256925e-05,"","","","","","","","","","","",""
40,"2026-08-05 17:27:48.468071","train",0,0.8009536266326904,4.003867608347821e-05,"","","","","","","","","","","",""
60,"2026-08-05 17:27:49.395087","train",0,0.31270816922187805,4.008701972703149e-05,"","","","","","","","","","","",""
80,"2026-08-05 17:27:50.223192","train",0,1.2708462476730347,4.01546981012485e-05,"","","","","","","","","","","",""
100,"2026-08-05 17:27:51.050935","train",0,0.32529881596565247,4.024170847950336e-05,"","","","","","","","","","","",""
120,"2026-08-05 17:27:51.881731","train",0,0.3368929326534271,4.034804735632237e-05,"","","","","","","","","","","",""
140,"2026-08-05 17:27:52.814964","train",0,1.6544208526611328,4.047371044752597e-05,"","","","","","","","","","","",""
160,"2026-08-05 17:27:53.596002","train",0,1.209901213645935,4.0618692690400234e-05,"","","","","","","","","","","",""
180,"2026-08-05 17:27:54.468103","train",0,1.1966183185577393,4.078298824390159e-05,"","","","","","","","","","","",""
200,"2026-08-05 17:27:55.294771","train",0,1.1965755224227905,4.0966590488892185e-05,"","","","","","","","","","","",""
220,"2026-08-05 17:27:56.117973","train",0,0.7663272619247437,4.116949202840584e-05,"","","","","","","","","","","",""
240,"2026-08-05 17:27:57.040829","train",0,0.7877156734466553,4.139168468794696e-05,"","","","","","","","","","","",""
260,"2026-08-05 17:27:57.859107","train",0,1.9422993659973145,4.163315951581951e-05,"","","","","","","","","","","",""
280,"2026-08-05 17:27:58.730946","train",0,0.776107132434845,4.1893906783486826e-05,"","","","","","","","","","","",""
300,"2026-08-05 17:27:59.567459","train",0,0.7622421383857727,4.2173915985965304e-05,"","","","","","","","","","","",""
320,"2026-08-05 17:28:00.365219","train",0,0.7968022227287292,4.247317584224616e-05,"","","","","","","","","","","",""
330,"2026-08-05 17:28:16.543738","val",0,"","",0.6491920725771911,0.14093522250389684,0.5896537221365484,0.5890334106500263,0.07906626506024096,0.1465457083042568,0.5608465608465608,0.5643564356435643,0.6146413972500929,0.5305164319248826,0.6609627378858149,0.6090449271050282
340,"2026-08-05 17:28:27.395993","train",1,0.8061898946762085,4.2791674295750344e-05,"","","","","","","","","","","",""
360,"2026-08-05 17:28:28.301695","train",1,1.5360420942306519,4.312939851481461e-05,"","","","","","","","","","","",""
380,"2026-08-05 17:28:29.232494","train",1,0.8027759194374084,4.3486334893207915e-05,"","","","","","","","","","","",""
400,"2026-08-05 17:28:30.094162","train",1,0.42556697130203247,4.386246905068044e-05,"","","","","","","","","","","",""
420,"2026-08-05 17:28:30.889020","train",1,0.4100201725959778,4.425778583354138e-05,"","","","","","","","","","","",""
440,"2026-08-05 17:28:31.686912","train",1,0.7906022071838379,4.467226931527152e-05,"","","","","","","","","","","",""
460,"2026-08-05 17:28:32.554532","train",1,0.7762860059738159,4.5105902797163235e-05,"","","","","","","","","","","",""
480,"2026-08-05 17:28:33.382592","train",1,0.7808940410614014,4.555866880899377e-05,"","","","","","","","","","","",""
500,"2026-08-05 17:28:34.205827","train",1,1.1283059120178223,4.6030549109729656e-05,"","","","","","","","","","","",""
520,"2026-08-05 17:28:35.073565","train",1,0.7705890536308289,4.65215246882605e-05,"","","","","","","","","","","",""
540,"2026-08-05 17:28:35.866838","train",1,1.1427701711654663,4.703157576416595e-05,"","","","","","","","","","","",""
560,"2026-08-05 17:28:36.779629","train",1,0.40622520446777344,4.756068178851181e-05,"","","","","","","","","","","",""
580,"2026-08-05 17:28:37.630052","train",1,0.7709383964538574,4.8108821444678386e-05,"","","","","","","","","","","",""
600,"2026-08-05 17:28:38.459178","train",1,0.4052443206310272,4.867597264921939e-05,"","","","","","","","","","","",""
