"step","time","part","epoch","loss","lr","auroc","auprc","auroc_age_cond","auroc_age_weighted","accuracy","f_measure","auroc_I0002","auroc_age_cond_I0002","auroc_I0006","auroc_age_cond_I0006","auroc_S0001","auroc_age_cond_S0001"
20,"2026-08-05 15:48:57.360714","train",0,1.3461055755615234,4.000961077716325e-05,"","","","","","","","","","","",""
40,"2026-08-05 15:48:58.408262","train",0,0.8077576160430908,4.00384427237903e-05,"","","","","","","","","","","",""
60,"2026-08-05 15:48:59.304695","train",0,0.29998594522476196,4.008649468530861e-05,"","","","","","","","","","","",""
80,"2026-08-05 15:49:00.208585","train",0,0.7941081523895264,4.01537647374818e-05,"","","","","","","","","","","",""
100,"2026-08-05 15:49:01.015920","train",0,0.31467700004577637,4.024025018648739e-05,"","","","","","","","","","","",""
120,"2026-08-05 15:49:02.014234","train",0,0.7912969589233398,4.034594756902347e-05,"","","","","","","","","","","",""
140,"2026-08-05 15:49:02.901545","train",0,0.3256683051586151,4.047085265244867e-05,"","","","","","","","","","","",""
160,"2026-08-05 15:49:03.809331","train",0,0.33721286058425903,4.061496043495044e-05,"","","","","","","","","","","",""
180,"2026-08-05 15:49:04.658834","train",0,0.7803754210472107,4.077826514574693e-05,"","","","","","","","","","","",""
200,"2026-08-05 15:49:05.439927","train",0,0.7764326333999634,4.096076024531585e-05,"","","","","","","","","","","",""
220,"2026-08-05 15:49:06.291146","train",0,0.7730820775032043,4.11624384256587e-05,"","","","","","","","","","","",""
240,"2026-08-05 15:49:07.106743","train",0,1.1818904876708984,4.138329161059199e-05,"","","","","","","","","","","",""
260,"2026-08-05 15:49:07.939807","train",0,1.588305950164795,4.162331095607075e-05,"","","","","","","","","","","",""
280,"2026-08-05 15:49:08.737039","train",0,0.785089910030365,4.188248685054331e-05,"","","","","","","","","","","",""
300,"2026-08-05 15:49:09.557005","train",0,0.7761839628219604,4.2160808915335285e-05,"","","","","","","","","","","",""
320,"2026-08-05 15:49:10.332591","train",0,1.540663242340088,4.245826600506649e-05,"","","","","","","","","","","",""
