"step","time","part","epoch","loss","lr","auroc","auprc","auroc_age_cond","auroc_age_weighted","accuracy","f_measure","auroc_I0002","auroc_age_cond_I0002","auroc_I0006","auroc_age_cond_I0006","auroc_S0001","auroc_age_cond_S0001"
20,"2026-08-05 14:09:28.518568","train",0,1.252998948097229,4.000961077716325e-05,"","","","","","","","","","","",""
40,"2026-08-05 14:09:29.517375","train",0,0.3402174711227417,4.00384427237903e-05,"","","","","","","","","","","",""
60,"2026-08-05 14:09:30.354390","train",0,1.2315442562103271,4.008649468530861e-05,"","","","","","","","","","","",""
80,"2026-08-05 14:09:31.194517","train",0,0.35068845748901367,4.01537647374818e-05,"","","","","","","","","","","",""
100,"2026-08-05 14:09:31.968136","train",0,0.3556275963783264,4.024025018648739e-05,"","","","","","","","","","","",""
120,"2026-08-05 14:09:32.801436","train",0,1.6313523054122925,4.034594756902347e-05,"","","","","","","","","","","",""
140,"2026-08-05 14:09:33.641169","train",0,0.36562711000442505,4.047085265244867e-05,"","","","","","","","","","","",""
160,"2026-08-05 14:09:34.505051","train",0,0.36770808696746826,4.061496043495044e-05,"","","","","","","","","","","",""
180,"2026-08-05 14:09:35.324810","train",0,1.1892495155334473,4.077826514574693e-05,"","","","","","","","","","","",""
200,"2026-08-05 14:09:36.141734","train",0,0.7749786376953125,4.096076024531585e-05,"","","","","","","","","","","",""
220,"2026-08-05 14:09:36.960902","train",0,1.1404461860656738,4.11624384256587e-05,"","","","","","","","","","","",""
240,"2026-08-05 14:09:37.861087","train",0,0.7744576930999756,4.138329161059199e-05,"","","","","","","","","","","",""
260,"2026-08-05 14:09:38.699065","train",0,0.7567745447158813,4.162331095607075e-05,"","","","","","","","","","","",""
280,"2026-08-05 14:09:39.575554","train",0,1.5064607858657837,4.188248685054331e-05,"","","","","","","","","","","",""
300,"2026-08-05 14:09:40.443821","train",0,1.8906728029251099,4.2160808915335285e-05,"","","","","","","","","","","",""
320,"2026-08-05 14:09:41.252905","train",0,0.42480525374412537,4.245826600506649e-05,"","","","","","","","","","","",""
331,"2026-08-05 14:09:57.586753","val",0,"","",0.6552868658131816,0.15936189853289828,0.5713267326732673,0.5562380715293481,0.07218844984802432,0.1346562721474132,0.6918238993710693,0.6842105263157895,0.5827554322699954,0.5017543859649123,0.6658084119622582,0.5690376569037657
340,"2026-08-05 14:10:08.397782","train",1,1.4527249336242676,4.277484620809587e-05,"","","","","","","","","","","",""
360,"2026-08-05 14:10:09.222906","train",1,1.1514732837677002,4.311053684699932e-05,"","","","","","","","","","","",""
380,"2026-08-05 14:10:10.098712","train",1,1.4279950857162476,4.3465324479077306e-05,"","","","","","","","","","","",""
400,"2026-08-05 14:10:10.915378","train",1,0.44078418612480164,4.383919489689262e-05,"","","","","","","","","","","",""
420,"2026-08-05 14:10:11.721724","train",1,0.7660444974899292,4.423213312884015e-05,"","","","","","","","","","","",""
440,"2026-08-05 14:10:12.546624","train",1,0.7960224151611328,4.4644123439745663e-05,"","","","","","","","","","","",""
460,"2026-08-05 14:10:13.336736","train",1,0.7658098340034485,4.5075149331496385e-05,"","","","","","","","","","","",""
480,"2026-08-05 14:10:14.194530","train",1,0.43565914034843445,4.55251935437015e-05,"","","","","","","","","","","",""
500,"2026-08-05 14:10:15.096705","train",1,0.781740665435791,4.599423805438333e-05,"","","","","","","","","","","",""
520,"2026-08-05 14:10:16.027423","train",1,0.4381401538848877,4.648226408069918e-05,"","","","","","","","","","","",""
540,"2026-08-05 14:10:16.914314","train",1,0.7489393949508667,4.698925207969316e-05,"","","","","","","","","","","",""
560,"2026-08-05 14:10:17.776007","train",1,0.7623603343963623,4.7515181749079255e-05,"","","","","","","","","","","",""
580,"2026-08-05 14:10:18.703218","train",1,1.1293600797653198,4.8060032028053655e-05,"","","","","","","","","","","",""
600,"2026-08-05 14:10:19.637225","train",1,1.1171746253967285,4.8623781098138886e-05,"","","","","","","","","","","",""
620,"2026-08-05 14:10:20.543098","train",1,0.8252608776092529,4.9206406384057146e-05,"","","","","","","","","","","",""
640,"2026-08-05 14:10:21.388776","train",1,1.1730263233184814,4.98078845546342e-05,"","","","","","","","","","","",""
660,"2026-08-05 14:10:22.249974","train",1,0.8120905160903931,5.042819152373398e-05,"","","","","","","","","","","",""
662,"2026-08-05 14:10:38.365425","val",1,"","",0.6339842234579076,0.16432045402109366,0.5543762376237624,0.5288830963327912,0.07218844984802432,0.1346562721474132,0.6981132075471698,0.7017543859649122,0.6021729079981507,0.5263157894736842,0.6338077722693108,0.5465674879900821
680,"2026-08-05 14:10:50.771144","train",2,0.7875463962554932,5.106730245122294e-05,"","","","","","","","","","","",""
700,"2026-08-05 14:10:51.720530","train",2,1.130229115486145,5.172519174396475e-05,"","","","","","","","","","","",""
720,"2026-08-05 14:10:52.734613","train",2,1.1472208499908447,5.240183305684528e-05,"","","","","","","","","","","",""
740,"2026-08-05 14:10:53.802676","train",2,1.4394782781600952,5.3097199293827856e-05,"","","","","","","","","","","",""
760,"2026-08-05 14:10:54.776217","train",2,0.43392202258110046,5.3811262609037235e-05,"","","","","","","","","","","",""
780,"2026-08-05 14:10:55.617274","train",2,0.4410524368286133,5.4543994407876134e-05,"","","","","","","","","","","",""
800,"2026-08-05 14:10:56.469108","train",2,0.4261316657066345,5.529536534816916e-05,"","","","","","","","","","","",""
820,"2026-08-05 14:10:57.533466","train",2,0.7355153560638428,5.6065345341338967e-05,"","","","","","","","","","","",""
840,"2026-08-05 14:10:58.509039","train",2,0.3763362765312195,5.685390355360969e-05,"","","","","","","","","","","",""
860,"2026-08-05 14:10:59.443893","train",2,1.142551302909851,5.766100840724254e-05,"","","","","","","","","","","",""
880,"2026-08-05 14:11:00.330141","train",2,0.3851635158061981,5.8486627581800935e-05,"","","","","","","","","","","",""
900,"2026-08-05 14:11:01.334851","train",2,1.502941370010376,5.9330728015443194e-05,"","","","","","","","","","","",""
920,"2026-08-05 14:11:02.315422","train",2,0.7309267520904541,6.019327590624799e-05,"","","","","","","","","","","",""
940,"2026-08-05 14:11:03.222822","train",2,1.5457148551940918,6.107423671356709e-05,"","","","","","","","","","","",""
960,"2026-08-05 14:11:04.046922","train",2,1.550995111465454,6.19735751594087e-05,"","","","","","","","","","","",""
980,"2026-08-05 14:11:05.078003","train",2,1.0365710258483887,6.289125522985031e-05,"","","","","","","","","","","",""
993,"2026-08-05 14:11:22.741898","val",2,"","",0.6537868011552223,0.18257128206482193,0.5368712871287129,0.48274162151613575,0.07218844984802432,0.1346562721474132,0.6708595387840671,0.6491228070175439,0.6211280628756357,0.5333333333333333,0.6525507756276987,0.5270416860375019
1000,"2026-08-05 14:11:34.199876","train",3,0.7438561320304871,6.382724017648094e-05,"","","","","","","","","","","",""
1020,"2026-08-05 14:11:35.135882","train",3,0.7038464546203613,6.478149251787249e-05,"","","","","","","","","","","",""
1040,"2026-08-05 14:11:36.146624","train",3,0.6417737603187561,6.575397404108042e-05,"","","","","","","","","","","",""
1060,"2026-08-05 14:11:37.042602","train",3,1.0204129219055176,6.674464580317513e-05,"","","","","","","","","","","",""
1080,"2026-08-05 14:11:37.889406","train",3,1.0850119590759277,6.775346813279993e-05,"","","","","","","","","","","",""
1100,"2026-08-05 14:11:38.877021","train",3,1.1606347560882568,6.878040063176068e-05,"","","","","","","","","","","",""
1120,"2026-08-05 14:11:39.778579","train",3,0.676941454410553,6.982540217664304e-05,"","","","","","","","","","","",""
1140,"2026-08-05 14:11:40.605685","train",3,1.1772127151489258,7.088843092045976e-05,"","","","","","","","","","","",""
1160,"2026-08-05 14:11:41.509685","train",3,0.33659088611602783,7.196944429432579e-05,"","","","","","","","","","","",""
1180,"2026-08-05 14:11:42.438819","train",3,0.3540527820587158,7.306839900916373e-05,"","","","","","","","","","","",""
1200,"2026-08-05 14:11:43.449984","train",3,0.8076768517494202,7.418525105743617e-05,"","","","","","","","","","","",""
1220,"2026-08-05 14:11:44.274374","train",3,0.3834514617919922,7.531995571490946e-05,"","","","","","","","","","","",""
1240,"2026-08-05 14:11:45.147610","train",3,0.38484781980514526,7.64724675424433e-05,"","","","","","","","","","","",""
1260,"2026-08-05 14:11:46.078916","train",3,0.9494343996047974,7.764274038781144e-05,"","","","","","","","","","","",""
1280,"2026-08-05 14:11:47.020836","train",3,0.4169442653656006,7.883072738754896e-05,"","","","","","","","","","","",""
1300,"2026-08-05 14:11:47.920360","train",3,0.9078883528709412,8.003638096882963e-05,"","","","","","","","","","","",""
