"step","time","part","epoch","loss","lr","auroc","auprc","auroc_age_cond","auroc_I0002","auroc_I0006","auroc_S0001"
20,"2026-08-03 00:01:18.344381","train",0,0.6759492754936218,4.0009669118256925e-05,"","","","","",""
40,"2026-08-03 00:01:19.346700","train",0,0.9834633469581604,4.003867608347821e-05,"","","","","",""
60,"2026-08-03 00:01:20.174676","train",0,0.9701815843582153,4.008701972703149e-05,"","","","","",""
80,"2026-08-03 00:01:21.056981","train",0,0.6312322020530701,4.01546981012485e-05,"","","","","",""
100,"2026-08-03 00:01:21.962686","train",0,1.3119484186172485,4.024170847950336e-05,"","","","","",""
120,"2026-08-03 00:01:22.758563","train",0,0.6052079796791077,4.034804735632237e-05,"","","","","",""
140,"2026-08-03 00:01:23.614508","train",0,0.9580953121185303,4.047371044752597e-05,"","","","","",""
160,"2026-08-03 00:01:24.484641","train",0,0.9495229125022888,4.0618692690400234e-05,"","","","","",""
180,"2026-08-03 00:01:25.476809","train",0,1.708916187286377,4.078298824390159e-05,"","","","","",""
200,"2026-08-03 00:01:26.285644","train",0,0.5848373770713806,4.0966590488892185e-05,"","","","","",""
220,"2026-08-03 00:01:27.090735","train",0,1.7114531993865967,4.116949202840584e-05,"","","","","",""
240,"2026-08-03 00:01:27.977736","train",0,0.5654129981994629,4.139168468794696e-05,"","","","","",""
260,"2026-08-03 00:01:28.779621","train",0,1.3447518348693848,4.163315951581951e-05,"","","","","",""
280,"2026-08-03 00:01:29.595761","train",0,0.9470363855361938,4.1893906783486826e-05,"","","","","",""
300,"2026-08-03 00:01:30.551146","train",0,0.9479488730430603,4.2173915985965304e-05,"","","","","",""
320,"2026-08-03 00:01:31.472933","train",0,0.555871844291687,4.247317584224616e-05,"","","","","",""
330,"2026-08-03 00:01:48.549308","val",0,"","",0.5033114754098361,0.0838681813975138,0.526923877593505,0.36363636363636365,0.5293468667255075,0.5213707736033671
340,"2026-08-03 00:01:59.636236","train",1,0.9308170080184937,4.2791674295750344e-05,"","","","","",""
360,"2026-08-03 00:02:00.470900","train",1,1.3701822757720947,4.312939851481461e-05,"","","","","",""
380,"2026-08-03 00:02:01.311452","train",1,1.3555635213851929,4.3486334893207915e-05,"","","","","",""
400,"2026-08-03 00:02:02.395082","train",1,0.9431360363960266,4.386246905068044e-05,"","","","","",""
420,"2026-08-03 00:02:03.234220","train",1,0.5149424076080322,4.425778583354138e-05,"","","","","",""
440,"2026-08-03 00:02:04.095271","train",1,1.361605167388916,4.467226931527152e-05,"","","","","",""
460,"2026-08-03 00:02:04.883786","train",1,0.9523712396621704,4.5105902797163235e-05,"","","","","",""
480,"2026-08-03 00:02:05.800554","train",1,1.3695822954177856,4.555866880899377e-05,"","","","","",""
500,"2026-08-03 00:02:06.798789","train",1,1.3702149391174316,4.6030549109729656e-05,"","","","","",""
520,"2026-08-03 00:02:07.648217","train",1,0.937137246131897,4.65215246882605e-05,"","","","","",""
540,"2026-08-03 00:02:08.603298","train",1,0.9134319424629211,4.703157576416595e-05,"","","","","",""
560,"2026-08-03 00:02:09.435437","train",1,0.9597077369689941,4.756068178851181e-05,"","","","","",""
580,"2026-08-03 00:02:10.306568","train",1,1.828338384628296,4.8108821444678386e-05,"","","","","",""
600,"2026-08-03 00:02:11.286228","train",1,0.9145965576171875,4.867597264921939e-05,"","","","","",""
620,"2026-08-03 00:02:12.208743","train",1,0.5088092088699341,4.9262112552751194e-05,"","","","","",""
640,"2026-08-03 00:02:13.099146","train",1,0.4997296929359436,4.9867217540873325e-05,"","","","","",""
660,"2026-08-03 00:02:13.991849","train",1,0.4869328737258911,5.0491263235120714e-05,"","","","","",""
660,"2026-08-03 00:02:30.353550","val",1,"","",0.5885819672131148,0.12759949404994503,0.5533967108458816,0.45626072041166377,0.6078993821712269,0.596952801031264
680,"2026-08-03 00:02:41.978009","train",2,1.4125871658325195,5.1134224493944907e-05,"","","","","",""
700,"2026-08-03 00:02:42.915541","train",2,0.895685076713562,5.179607541372735e-05,"","","","","",""
720,"2026-08-03 00:02:43.882311","train",2,0.9432194232940674,5.247678932982294e-05,"","","","","",""
740,"2026-08-03 00:02:44.788242","train",2,0.4790835976600647,5.317633881763437e-05,"","","","","",""
760,"2026-08-03 00:02:45.853239","train",2,0.9339308142662048,5.389469569371701e-05,"","","","","",""
780,"2026-08-03 00:02:46.859353","train",2,1.375184178352356,5.4631831016914325e-05,"","","","","",""
800,"2026-08-03 00:02:47.741910","train",2,0.45412784814834595,5.538771508952368e-05,"","","","","",""
820,"2026-08-03 00:02:48.624054","train",2,1.446010708808899,5.616231745849299e-05,"","","","","",""
840,"2026-08-03 00:02:49.537502","train",2,1.3876292705535889,5.6955606916647824e-05,"","","","","",""
860,"2026-08-03 00:02:50.404734","train",2,0.8463103771209717,5.7767551503947996e-05,"","","","","",""
880,"2026-08-03 00:02:51.297720","train",2,0.926091194152832,5.859811850877602e-05,"","","","","",""
900,"2026-08-03 00:02:52.160291","train",2,0.8793066143989563,5.944727446925452e-05,"","","","","",""
920,"2026-08-03 00:02:52.955422","train",2,1.4159011840820312,6.0314985174594144e-05,"","","","","",""
940,"2026-08-03 00:02:53.885971","train",2,0.4204105734825134,6.12012156664724e-05,"","","","","",""
960,"2026-08-03 00:02:54.802714","train",2,0.8715783357620239,6.210593024044177e-05,"","","","","",""
980,"2026-08-03 00:02:55.636122","train",2,1.9688104391098022,6.302909244736783e-05,"","","","","",""
990,"2026-08-03 00:03:12.223922","val",2,"","",0.6402377049180329,0.1479251169942971,0.5789327596974533,0.5506003430531732,0.6416593115622242,0.6436703061176945
1000,"2026-08-03 00:03:23.585109","train",3,0.9428406953811646,6.397066509489843e-05,"","","","","",""
1020,"2026-08-03 00:03:24.558464","train",3,0.4313682019710541,6.493061024896165e-05,"","","","","",""
1040,"2026-08-03 00:03:25.452612","train",3,0.44634291529655457,6.590888923529385e-05,"","","","","",""
1060,"2026-08-03 00:03:26.297151","train",3,2.1905875205993652,6.690546264099867e-05,"","","","","",""
1080,"2026-08-03 00:03:27.149475","train",3,0.7970339059829712,6.792029031613383e-05,"","","","","",""
1100,"2026-08-03 00:03:27.952893","train",3,1.4073680639266968,6.895333137532905e-05,"","","","","",""
1120,"2026-08-03 00:03:28.792065","train",3,1.3190571069717407,7.000454419943424e-05,"","","","","",""
1140,"2026-08-03 00:03:29.603835","train",3,0.7920970916748047,7.107388643719421e-05,"","","","","",""
1160,"2026-08-03 00:03:30.481033","train",3,1.2780265808105469,7.216131500695699e-05,"","","","","",""
1180,"2026-08-03 00:03:31.335924","train",3,1.5104379653930664,7.326678609840805e-05,"","","","","",""
1200,"2026-08-03 00:03:32.193628","train",3,1.4231247901916504,7.439025517433622e-05,"","","","","",""
1220,"2026-08-03 00:03:33.040525","train",3,1.3531118631362915,7.553167697242744e-05,"","","","","",""
1240,"2026-08-03 00:03:33.893451","train",3,1.3125238418579102,7.669100550708853e-05,"","","","","",""
1260,"2026-08-03 00:03:34.785268","train",3,0.9580143094062805,7.78681940713003e-05,"","","","","",""
1280,"2026-08-03 00:03:35.598001","train",3,0.9345850348472595,7.906319523849799e-05,"","","","","",""
1300,"2026-08-03 00:03:36.466894","train",3,2.0171074867248535,8.027596086448345e-05,"","","","","",""
1320,"2026-08-03 00:03:37.289553","train",3,0.8901139497756958,8.150644208936388e-05,"","","","","",""
1320,"2026-08-03 00:03:53.601079","val",3,"","",0.6852459016393444,0.15346834916360264,0.5960030532232322,0.6638078902229846,0.6310679611650485,0.6944880177675619
1340,"2026-08-03 00:04:05.071642","train",4,0.7951579093933105,8.275458933952075e-05,"","","","","",""
1360,"2026-08-03 00:04:06.027400","train",4,0.7830183506011963,8.402035232960643e-05,"","","","","",""
1380,"2026-08-03 00:04:06.820151","train",4,0.3908540904521942,8.530368006457107e-05,"","","","","",""
1400,"2026-08-03 00:04:07.748496","train",4,1.2874703407287598,8.660452084171611e-05,"","","","","",""
1420,"2026-08-03 00:04:08.753340","train",4,1.472604513168335,8.792282225277784e-05,"","","","","",""
1440,"2026-08-03 00:04:09.614821","train",4,1.491519570350647,8.925853118603834e-05,"","","","","",""
1460,"2026-08-03 00:04:10.473717","train",4,1.4556300640106201,9.061159382846599e-05,"","","","","",""
1480,"2026-08-03 00:04:11.430826","train",4,1.4382102489471436,9.198195566788303e-05,"","","","","",""
1500,"2026-08-03 00:04:12.291849","train",4,0.34331971406936646,9.336956149516129e-05,"","","","","",""
1520,"2026-08-03 00:04:13.121180","train",4,1.3539137840270996,9.477435540644738e-05,"","","","","",""
1540,"2026-08-03 00:04:13.929006","train",4,0.3153860867023468,9.619628080541462e-05,"","","","","",""
1560,"2026-08-03 00:04:14.740587","train",4,0.7981228232383728,9.763528040554253e-05,"","","","","",""
1580,"2026-08-03 00:04:15.557611","train",4,0.9056509733200073,9.9091296232426e-05,"","","","","",""
1600,"2026-08-03 00:04:16.394945","train",4,0.9406726360321045,0.00010056426962610978,"","","","","",""
1620,"2026-08-03 00:04:17.317550","train",4,0.2444869875907898,0.00010205414124345256,"","","","","",""
1640,"2026-08-03 00:04:18.149864","train",4,1.0531196594238281,0.00010356085106051735,"","","","","",""
1650,"2026-08-03 00:04:34.526452","val",4,"","",0.7500737704918032,0.21646149606890844,0.6370827839844563,0.7221269296740995,0.7093998234774933,0.7570316989454393
1660,"2026-08-03 00:04:45.656600","train",5,1.5458030700683594,0.00010508433837499,"","","","","",""
1680,"2026-08-03 00:04:46.474486","train",5,0.48913055658340454,0.00010662454180862481,"","","","","",""
1700,"2026-08-03 00:04:47.299044","train",5,0.3435952663421631,0.00010818139930971696,"","","","","",""
1720,"2026-08-03 00:04:48.127279","train",5,1.008391261100769,0.00010975484815560249,"","","","","",""
