"step","time","part","epoch","loss","lr","auroc","auprc","auroc_age_cond","auroc_I0002","auroc_I0006","auroc_S0001"
20,"2026-08-03 20:55:49.518041","train",0,0.7294356822967529,4.000961077716325e-05,"","","","","",""
40,"2026-08-03 20:55:50.833782","train",0,1.1807900667190552,4.00384427237903e-05,"","","","","",""
60,"2026-08-03 20:55:52.217514","train",0,0.7246314287185669,4.008649468530861e-05,"","","","","",""
80,"2026-08-03 20:55:53.409821","train",0,1.1757155656814575,4.01537647374818e-05,"","","","","",""
100,"2026-08-03 20:55:54.641398","train",0,1.179433822631836,4.024025018648739e-05,"","","","","",""
120,"2026-08-03 20:55:55.802712","train",0,0.7151241302490234,4.034594756902347e-05,"","","","","",""
140,"2026-08-03 20:55:57.078676","train",0,1.1778829097747803,4.047085265244867e-05,"","","","","",""
160,"2026-08-03 20:55:58.259950","train",0,2.1077094078063965,4.061496043495044e-05,"","","","","",""
180,"2026-08-03 20:55:59.502341","train",0,1.1811119318008423,4.077826514574693e-05,"","","","","",""
200,"2026-08-03 20:56:00.571067","train",0,1.6406316757202148,4.096076024531585e-05,"","","","","",""
220,"2026-08-03 20:56:01.790507","train",0,1.1819778680801392,4.11624384256587e-05,"","","","","",""
240,"2026-08-03 20:56:02.980754","train",0,0.704239010810852,4.138329161059199e-05,"","","","","",""
260,"2026-08-03 20:56:04.203951","train",0,1.6561106443405151,4.162331095607075e-05,"","","","","",""
280,"2026-08-03 20:56:05.422580","train",0,1.173469066619873,4.188248685054331e-05,"","","","","",""
300,"2026-08-03 20:56:06.944376","train",0,2.1317310333251953,4.2160808915335285e-05,"","","","","",""
320,"2026-08-03 20:56:08.422731","train",0,1.170426368713379,4.245826600506649e-05,"","","","","",""
331,"2026-08-03 20:56:31.350939","val",0,"","",0.7030110404817664,0.1849313924332681,0.5622416169039963,0.8197115384615384,0.7310789049919485,0.6851709421043901
340,"2026-08-03 20:56:47.530203","train",1,1.6479132175445557,4.277484620809587e-05,"","","","","",""
360,"2026-08-03 20:56:48.770826","train",1,0.7013381123542786,4.311053684699932e-05,"","","","","",""
380,"2026-08-03 20:56:49.923690","train",1,0.7007026672363281,4.3465324479077306e-05,"","","","","",""
400,"2026-08-03 20:56:51.156071","train",1,0.6991759538650513,4.383919489689262e-05,"","","","","",""
420,"2026-08-03 20:56:52.382611","train",1,1.1747944355010986,4.423213312884015e-05,"","","","","",""
440,"2026-08-03 20:56:53.641438","train",1,0.7051233649253845,4.4644123439745663e-05,"","","","","",""
460,"2026-08-03 20:56:54.856657","train",1,2.11100435256958,4.5075149331496385e-05,"","","","","",""
480,"2026-08-03 20:56:56.087348","train",1,0.6967871189117432,4.55251935437015e-05,"","","","","",""
500,"2026-08-03 20:56:57.341643","train",1,0.6906019449234009,4.599423805438333e-05,"","","","","",""
520,"2026-08-03 20:56:58.551241","train",1,1.6563879251480103,4.648226408069918e-05,"","","","","",""
540,"2026-08-03 20:56:59.761191","train",1,2.161853075027466,4.698925207969316e-05,"","","","","",""
560,"2026-08-03 20:57:01.100062","train",1,1.181488275527954,4.7515181749079255e-05,"","","","","",""
580,"2026-08-03 20:57:02.308183","train",1,0.6794555187225342,4.8060032028053655e-05,"","","","","",""
600,"2026-08-03 20:57:03.577006","train",1,2.1448330879211426,4.8623781098138886e-05,"","","","","",""
620,"2026-08-03 20:57:04.934969","train",1,0.6840925216674805,4.9206406384057146e-05,"","","","","",""
640,"2026-08-03 20:57:06.478676","train",1,0.6935179233551025,4.98078845546342e-05,"","","","","",""
660,"2026-08-03 20:57:07.812512","train",1,0.6942874193191528,5.042819152373398e-05,"","","","","",""
662,"2026-08-03 20:57:30.102293","val",1,"","",0.7018066242890599,0.17436452545419798,0.5966161384167815,0.8197115384615385,0.6940418679549114,0.6888356030101495
680,"2026-08-03 20:57:47.004827","train",2,1.6589651107788086,5.106730245122294e-05,"","","","","",""
700,"2026-08-03 20:57:48.198715","train",2,2.1741621494293213,5.172519174396475e-05,"","","","","",""
720,"2026-08-03 20:57:49.562646","train",2,1.1615935564041138,5.240183305684528e-05,"","","","","",""
740,"2026-08-03 20:57:50.694677","train",2,1.643941879272461,5.3097199293827856e-05,"","","","","",""
760,"2026-08-03 20:57:51.893226","train",2,0.69684237241745,5.3811262609037235e-05,"","","","","",""
780,"2026-08-03 20:57:53.020691","train",2,0.695625901222229,5.4543994407876134e-05,"","","","","",""
800,"2026-08-03 20:57:54.305136","train",2,1.1620311737060547,5.529536534816916e-05,"","","","","",""
820,"2026-08-03 20:57:55.474521","train",2,1.1639782190322876,5.6065345341338967e-05,"","","","","",""
840,"2026-08-03 20:57:56.798276","train",2,1.1355869770050049,5.685390355360969e-05,"","","","","",""
860,"2026-08-03 20:57:57.840520","train",2,0.638978898525238,5.766100840724254e-05,"","","","","",""
880,"2026-08-03 20:57:59.095056","train",2,2.201929807662964,5.8486627581800935e-05,"","","","","",""
900,"2026-08-03 20:58:00.297967","train",2,1.603069543838501,5.9330728015443194e-05,"","","","","",""
920,"2026-08-03 20:58:01.522803","train",2,1.175089955329895,6.019327590624799e-05,"","","","","",""
940,"2026-08-03 20:58:02.723558","train",2,2.8747382164001465,6.107423671356709e-05,"","","","","",""
960,"2026-08-03 20:58:04.385760","train",2,1.639726161956787,6.19735751594087e-05,"","","","","",""
980,"2026-08-03 20:58:05.848825","train",2,1.7217599153518677,6.289125522985031e-05,"","","","","",""
993,"2026-08-03 20:58:28.138031","val",2,"","",0.697666443626631,0.1803249060286598,0.6195835247282193,0.733173076923077,0.7207269381182424,0.681596766653094
1000,"2026-08-03 20:58:43.687712","train",3,1.059908390045166,6.382724017648094e-05,"","","","","",""
1020,"2026-08-03 20:58:44.895749","train",3,0.9706590175628662,6.478149251787249e-05,"","","","","",""
1040,"2026-08-03 20:58:46.124983","train",3,2.515995502471924,6.575397404108042e-05,"","","","","",""
1060,"2026-08-03 20:58:47.405161","train",3,0.570503830909729,6.674464580317513e-05,"","","","","",""
1080,"2026-08-03 20:58:48.594170","train",3,1.151778221130371,6.775346813279993e-05,"","","","","",""
1100,"2026-08-03 20:58:49.844305","train",3,0.5681979656219482,6.878040063176068e-05,"","","","","",""
1120,"2026-08-03 20:58:51.035805","train",3,1.2003090381622314,6.982540217664304e-05,"","","","","",""
1140,"2026-08-03 20:58:52.273590","train",3,1.072239875793457,7.088843092045976e-05,"","","","","",""
1160,"2026-08-03 20:58:53.437613","train",3,1.19818913936615,7.196944429432579e-05,"","","","","",""
1180,"2026-08-03 20:58:54.751298","train",3,1.234306812286377,7.306839900916373e-05,"","","","","",""
1200,"2026-08-03 20:58:55.930972","train",3,1.126734733581543,7.418525105743617e-05,"","","","","",""
1220,"2026-08-03 20:58:57.197719","train",3,1.8750455379486084,7.531995571490946e-05,"","","","","",""
1240,"2026-08-03 20:58:58.327314","train",3,1.1801295280456543,7.64724675424433e-05,"","","","","",""
1260,"2026-08-03 20:58:59.503434","train",3,1.6393457651138306,7.764274038781144e-05,"","","","","",""
1280,"2026-08-03 20:59:00.646063","train",3,2.886566162109375,7.883072738754896e-05,"","","","","",""
1300,"2026-08-03 20:59:01.950219","train",3,0.5171979665756226,8.003638096882963e-05,"","","","","",""
1320,"2026-08-03 20:59:03.406879","train",3,1.7610797882080078,8.125965285137049e-05,"","","","","",""
1324,"2026-08-03 20:59:25.044909","val",3,"","",0.7485781197724991,0.2462914383085113,0.6309906599295667,0.7812499999999999,0.7786979526109961,0.7345156766049857
1340,"2026-08-03 20:59:41.576622","train",4,0.48269009590148926,8.250049404936522e-05,"","","","","",""
1360,"2026-08-03 20:59:42.977883","train",4,1.2269870042800903,8.375885487344641e-05,"","","","","",""
1380,"2026-08-03 20:59:44.247750","train",4,0.5175758004188538,8.503468493267449e-05,"","","","","",""
1400,"2026-08-03 20:59:45.493800","train",4,0.4704092741012573,8.632793313655585e-05,"","","","","",""
1420,"2026-08-03 20:59:46.902804","train",4,0.48495787382125854,8.763854769708974e-05,"","","","","",""
1440,"2026-08-03 20:59:48.054124","train",4,0.466728150844574,8.896647613084049e-05,"","","","","",""
1460,"2026-08-03 20:59:49.262113","train",4,1.1687345504760742,9.03116652610403e-05,"","","","","",""
1480,"2026-08-03 20:59:50.516917","train",4,0.8235801458358765,9.167406121971856e-05,"","","","","",""
1500,"2026-08-03 20:59:51.827274","train",4,0.43847498297691345,9.30536094498587e-05,"","","","","",""
1520,"2026-08-03 20:59:52.979969","train",4,1.2104581594467163,9.445025470758309e-05,"","","","","",""
1540,"2026-08-03 20:59:54.267370","train",4,1.083754301071167,9.586394106436528e-05,"","","","","",""
1560,"2026-08-03 20:59:55.420437","train",4,2.0174598693847656,9.729461190926961e-05,"","","","","",""
1580,"2026-08-03 20:59:56.628702","train",4,0.8954204320907593,9.874220995121838e-05,"","","","","",""
1600,"2026-08-03 20:59:57.810631","train",4,0.8428027629852295,0.0001002066772212856,"","","","","",""
1620,"2026-08-03 20:59:59.098385","train",4,1.271424412727356,0.00010168795507501868,"","","","","",""
1640,"2026-08-03 21:00:00.412453","train",4,1.0959123373031616,0.00010318598419478719,"","","","","",""
1655,"2026-08-03 21:00:23.134746","val",4,"","",0.7648461023753764,0.2293715288214945,0.6156790690552748,0.7235576923076923,0.798941798941799,0.7536684311330286
